,LPM DateTime,Rst DateTime,Downtime Type,time_per_stop,Minutes down at the hour,max minutes to be absorbed,remainder left for future hours,Detail,Major,Minor0,Part#,Lot#
1957,12/30/2022,19:33.7,no valid code,0 days 00:01:48.708000,1.8,1.8,0,,Non Error,Unknown cause of failure,123456,lotno
1958,12/30/2022,51:28.8,no valid code,0 days 00:01:00.051000,1,1,0,,Non Error,Unknown cause of failure,123456,lotno
1959,12/30/2022,47:02.2,no valid code,0 days 00:02:48.634000,2.816666667,2.816666667,0,,Non Error,Unknown cause of failure,123456,lotno
1960,12/30/2022,37:06.8,planned,0 days 00:04:09.684000,4.15,4.15,0,,Non Error,Material change,123456,lotno
1961,12/30/2022,42:08.7,no valid code,0 days 00:00:55.276000,0.916666667,0.916666667,0,,Non Error,Unknown cause of failure,123456,lotno
1962,12/30/2022,19:50.0,no valid code,0 days 00:15:02.433000,15.05,15.05,0,,Non Error,Unknown cause of failure,123456,lotno
1963,12/30/2022,03:41.4,no valid code,0 days 00:02:31.641000,2.533333333,2.533333333,0,,Non Error,Unknown cause of failure,123456,lotno
1964,12/31/2022,00:00.0,no valid code,0 days 00:01:14.722000,-58.75,-58.75,0,,Non Error,Unknown cause of failure,123456,lotno
1965,12/31/2022,03:33.0,no valid code,0 days 00:03:32.951000,3.533333333,3.533333333,0,,Non Error,Unknown cause of failure,123456,lotno
1966,12/31/2022,03:33.0,planned,0 days 00:00:00,0,0,0,,Non Error,Placeholder for OEE calculation,123456,lotno
1967,12/31/2022,03:33.0,non-planned,0 days 00:00:00,0,0,0,,Non Error,Placeholder for OEE calculation,123456,lotno
