Rst DateTime,Machine#,Emp#,Major,Minor0,Minor1,Minor2,Minor3,Minor4,Detail,Comment,Part#,Lot#,LotCount,LPM DateTime
12/22/2022,RB17,607,Non Error,Material change,Cable,NULL,NULL,NULL,NULL,,123456,lotno,2608,12/22/2022 1:25
12/22/2022,RB17,580,Hypotube Loading,Hypotube insert sensor,NULL,NULL,NULL,NULL,NULL,hypotube loading,123456,lotno,4181,12/22/2022 8:53
12/22/2022,RB17,580,Hypotube Loading,Hypotube insert sensor,NULL,NULL,NULL,NULL,NULL,hypotube loaded,123456,lotno,4181,12/22/2022 8:53
12/22/2022,RB17,487,Non Error,Accidental light curtain,NULL,NULL,NULL,NULL,NULL,broke light,123456,lotno,4470,12/22/2022 10:23
12/22/2022,RB17,487,Non Error,Accidental light curtain,NULL,NULL,NULL,NULL,NULL,broke light,123456,lotno,4472,12/22/2022 10:24
12/22/2022,RB17,487,Non Error,Material change,Cable,NULL,NULL,NULL,NULL,,123456,lotno,5082,12/22/2022 13:17
12/22/2022,RB17,487,Non Error,Accidental light curtain,NULL,NULL,NULL,NULL,NULL,broke light,123456,lotno,5084,12/22/2022 13:22
12/22/2022,RB17,405,Non Error,Unknown cause of failure,Yes,NULL,NULL,NULL,NULL,light curtainh tripped,123456,lotno,5624,12/22/2022 16:10
12/22/2022,RB17,448,Non Error,Unknown cause of failure,No,NULL,NULL,NULL,NULL,light curtain,123456,lotno,5977,12/22/2022 17:49
12/22/2022,RB17,607,Non Error,Unknown cause of failure,No,NULL,NULL,NULL,NULL,hypo slide not fully extended,123456,lotno,6287,12/22/2022 19:19
12/22/2022,RB17,607,Non Error,Unknown cause of failure,No,NULL,NULL,NULL,NULL,light tripped,123456,lotno,6770,12/22/2022 21:43
12/22/2022,RB17,607,Non Error,Unknown cause of failure,No,NULL,NULL,NULL,NULL,light tripped,123456,lotno,6868,12/22/2022 22:13
12/23/2022,RB17,607,Non Error,Material change,Cable,NULL,NULL,NULL,NULL,,123456,lotno,7479,12/23/2022 1:09
12/23/2022,RB17,405,Non Error,Unknown cause of failure,Yes,NULL,NULL,NULL,NULL,light curtain tripped,123456,lotno,8496,12/23/2022 7:25
12/23/2022,RB17,487,Non Error,Material change,Cable,NULL,NULL,NULL,NULL,,123456,lotno,8954,12/23/2022 9:41
12/23/2022,RB17,448,Non Error,Unknown cause of failure,No,NULL,NULL,NULL,NULL,light curtain,123456,lotno,572,12/23/2022 17:40
12/23/2022,RB17,607,Non Error,Unknown cause of failure,No,NULL,NULL,NULL,NULL,hypo slide not fully extended,123456,lotno,698,12/23/2022 18:19
12/23/2022,RB17,448,Non Error,Unknown cause of failure,No,NULL,NULL,NULL,NULL,light curtain,123456,lotno,800,12/23/2022 18:51
12/23/2022,RB17,448,Non Error,Unknown cause of failure,No,NULL,NULL,NULL,NULL,light curtain,123456,lotno,870,12/23/2022 19:13
12/23/2022,RB17,548,Non Error,Accidental light curtain,NULL,NULL,NULL,NULL,NULL,light curtain,123456,lotno,1139,12/23/2022 20:34
12/24/2022,RB17,448,Non Error,Unknown cause of failure,No,NULL,NULL,NULL,NULL,light curtain,123456,lotno,2168,12/24/2022 1:23
12/28/2022,RB17,580,Hypotube Loading,Hypotube insert sensor,NULL,NULL,NULL,NULL,NULL,hypotube slide ,123456,lotno,3324,12/28/2022 14:14
12/28/2022,RB17,580,Non Error,Material change,Cable,NULL,NULL,NULL,NULL,,123456,lotno,3609,12/28/2022 15:42
12/28/2022,RB17,495,Staking,Cable left behind,NULL,NULL,NULL,NULL,NULL,NULL,123456,lotno,3629,12/28/2022 15:55
12/28/2022,RB17,607,Non Error,Material change,Cable,NULL,NULL,NULL,NULL,,123456,lotno,4512,12/28/2022 20:03
12/29/2022,RB17,607,Non Error,Unknown cause of failure,No,NULL,NULL,NULL,NULL,hypo slide not fully extended,123456,lotno,5329,12/29/2022 0:02
12/29/2022,RB17,405,Non Error,Unknown cause of failure,Yes,NULL,NULL,NULL,NULL,light curtain tripped,123456,lotno,6295,12/29/2022 4:38
12/29/2022,RB17,405,Non Error,Unknown cause of failure,Yes,NULL,NULL,NULL,NULL,light curtain tripped,123456,lotno,6295,12/29/2022 4:38
12/29/2022,RB17,487,Crimping,Stuck in die,NULL,NULL,NULL,NULL,NULL,Stuck in die.,123456,lotno,6822,12/29/2022 10:38
12/29/2022,RB17,487,Crimping,Stuck in die,NULL,NULL,NULL,NULL,NULL,stuck in die,123456,lotno,7048,12/29/2022 12:02
12/29/2022,RB17,448,Non Error,Unknown cause of failure,No,NULL,NULL,NULL,NULL,light curtain,123456,lotno,7901,12/29/2022 17:27
12/29/2022,RB17,448,Non Error,Unknown cause of failure,No,NULL,NULL,NULL,NULL,light curtain,123456,lotno,7901,12/29/2022 17:27
12/29/2022,RB17,448,Non Error,Unknown cause of failure,No,NULL,NULL,NULL,NULL,light curtain,123456,lotno,7932,12/29/2022 17:40
12/30/2022,RB17,448,Non Error,Unknown cause of failure,No,NULL,NULL,NULL,NULL,light curtain,123456,lotno,9252,12/30/2022 0:17
12/30/2022,RB17,448,Non Error,Unknown cause of failure,No,NULL,NULL,NULL,NULL,light curtain,123456,lotno,9362,12/30/2022 0:50
12/30/2022,RB17,405,Non Error,Unknown cause of failure,Yes,NULL,NULL,NULL,NULL,light curtain tripped,123456,lotno,113,12/30/2022 15:44
12/30/2022,RB17,495,Non Error,Material change,Cable,NULL,NULL,NULL,NULL,,123456,lotno,234,12/30/2022 16:32
12/30/2022,RB17,607,Non Error,Unknown cause of failure,No,NULL,NULL,NULL,NULL,light tripped,123456,lotno,412,12/30/2022 17:41
12/30/2022,RB17,448,Non Error,Unknown cause of failure,No,NULL,NULL,NULL,NULL,light curtain,123456,lotno,642,12/30/2022 19:04
12/30/2022,RB17,607,Non Error,Unknown cause of failure,No,NULL,NULL,NULL,NULL,hypotube slide not fully extended,123456,lotno,1104,12/30/2022 22:01
12/31/2022,RB17,448,Non Error,Unknown cause of failure,No,NULL,NULL,NULL,NULL,light curtain,123456,lotno,1592,12/31/2022 0:58
12/31/2022,RB17,448,Non Error,Unknown cause of failure,No,NULL,NULL,NULL,NULL,light curtain,123456,lotno,1592,12/31/2022 0:58
